symbol,date,marketcap
COKE,2015-03-31,1043
COL,2015-03-31,12864
COLB,2015-03-31,1677
COLL,2015-03-31,398
COLM,2015-03-31,4105
COMM,2015-03-31,5480
CONE,2015-03-31,1434
CONN,2015-03-31,1201
COO,2015-03-31,8560
COP,2015-03-31,79762
COR,2015-03-31,1084
CORE,2015-03-31,1427
CORI,2015-03-31,149
CORR,2015-03-31,321
CORT,2015-03-31,580
CORVF,2015-03-31,50
COSIQ,2015-03-31,98
COST,2015-03-31,64825
COTY,2015-03-31,8620
COVR,2015-03-31,28
COVS,2015-03-31,90
COWN,2015-03-31,608
CP,2015-03-31,30350
CPAH,2015-03-31,21
CPB,2015-03-31,14372
CPE,2015-03-31,456
CPF,2015-03-31,759
CPGI,2015-03-31,31
CPHC,2015-03-31,42
CPHD,2015-03-31,4040
CPHI,2015-03-31,16
CPIX,2015-03-31,113
CPK,2015-03-31,731
CPLA,2015-03-31,744
CPN,2015-03-31,8256
CPPL,2015-03-31,2755
CPPY,2015-03-31,2623
CPRI,2015-03-31,11285
CPRT,2015-03-31,4427
CPRX,2015-03-31,316
CPS,2015-03-31,1049
CPSH,2015-03-31,34
CPSI,2015-03-31,616
CPSS,2015-03-31,178
CPST,2015-03-31,200
CPT,2015-03-31,6643
CPTA,2015-03-31,266
CPTP,2015-03-31,84
CPXX,2015-03-31,75
CQH,2015-03-31,5708
CQP,2015-03-31,10565
CR,2015-03-31,3554
CRAI,2015-03-31,276
CRAY,2015-03-31,1141
CRBO,2015-03-31,72
CRBP,2015-03-31,89
CRC,2015-03-31,2942
CRCM,2015-03-31,226
CRD.A,2015-03-31,415
CRDF,2015-03-31,185
CREE,2015-03-31,3721
CREG,2015-03-31,83
CREX,2015-03-31,10
CRGS,2015-03-31,7
CRI,2015-03-31,5016
CRIS,2015-03-31,300
CRK,2015-03-31,186
CRL,2015-03-31,3522
CRM,2015-03-31,48292
CRMD,2015-03-31,234
CRMT,2015-03-31,445
CRMZ,2015-03-31,28
CROL,2015-03-31,17
CROX,2015-03-31,999
CRR,2015-03-31,870
CRRC,2015-03-31,278
CRS,2015-03-31,2125
CRSS,2015-03-31,39
CRTN,2015-03-31,31
CRTO,2015-03-31,2406
CRUS,2015-03-31,2244
CRV,2015-03-31,18
CRVL,2015-03-31,676
CRVP,2015-03-31,15
CRVW,2015-03-31,61
CRWG,2015-03-31,8
CRWN,2015-03-31,1415
CRWS,2015-03-31,81
CRXM,2015-03-31,4
CRY,2015-03-31,293
CRZO,2015-03-31,2452
CSBB,2015-03-31,66
CSBK,2015-03-31,373
CSBR,2015-03-31,55
CSC,2015-03-31,9227
CSCD,2015-03-31,230
CSCO,2015-03-31,148881
CSFL,2015-03-31,548
CSGP,2015-03-31,6509
CSGS,2015-03-31,1020
CSH,2015-03-31,700
CSHB,2015-03-31,4
CSII,2015-03-31,1120
CSL,2015-03-31,6235
CSLT,2015-03-31,741
CSOD,2015-03-31,1579
CSPI,2015-03-31,26
CSS,2015-03-31,270
CST,2015-03-31,3228
CSU,2015-03-31,743
CSV,2015-03-31,486
CSWC,2015-03-31,750
CSX,2015-03-31,32676
CTAS,2015-03-31,9627
CTB,2015-03-31,2292
CTBI,2015-03-31,571
CTCM,2015-03-31,570
CTCT,2015-03-31,1060
CTDH,2015-03-31,31
CTEK,2015-03-31,28
CTG,2015-03-31,148
CTGO,2015-03-31,21
CTHR,2015-03-31,28
CTIB,2015-03-31,13
CTIC,2015-03-31,320
CTL,2015-03-31,19519
CTLT,2015-03-31,3742
CTO,2015-03-31,337
CTP,2015-03-31,34
CTRC,2015-03-31,14
CTRE,2015-03-31,410
CTRL,2015-03-31,256
CTRN,2015-03-31,381
CTRX,2015-03-31,12374
CTS,2015-03-31,599
CTSH,2015-03-31,38181
CTSO,2015-03-31,251
CTT,2015-03-31,462
CTWS,2015-03-31,401
CTXS,2015-03-31,10441
CUB,2015-03-31,1345
CUBE,2015-03-31,3963
CUBI,2015-03-31,662
CUDA,2015-03-31,2154
CUI,2015-03-31,115
CUII,2015-03-31,376
CULP,2015-03-31,357
CUNB,2015-03-31,367
CUO,2015-03-31,29
CUTR,2015-03-31,197
CUZ,2015-03-31,2193
CVA,2015-03-31,2918
CVBF,2015-03-31,1698
CVC,2015-03-31,5326
CVCO,2015-03-31,667
CVCY,2015-03-31,121
CVE,2015-03-31,14243
CVEO,2015-03-31,387
CVG,2015-03-31,2255
CVGI,2015-03-31,188
CVGW,2015-03-31,918
CVI,2015-03-31,3657
CVLT,2015-03-31,1985
CVLY,2015-03-31,134
CVM,2015-03-31,93
CVO,2015-03-31,138
CVR,2015-03-31,31
CVRR,2015-03-31,3165
CVRS,2015-03-31,447
CVS,2015-03-31,114745
CVT,2015-03-31,1160
CVTI,2015-03-31,586
CVU,2015-03-31,101
CVV,2015-03-31,80
CVX,2015-03-31,199832
CW,2015-03-31,3504
CWAY,2015-03-31,55
CWBC,2015-03-31,55
CWCO,2015-03-31,161
CWEI,2015-03-31,615
CWEN,2015-03-31,3921
CWGL,2015-03-31,231
CWST,2015-03-31,224
CWT,2015-03-31,1157
CXDC,2015-03-31,268
CXDO,2015-03-31,28
CXO,2015-03-31,13819
CXP,2015-03-31,3330
CXW,2015-03-31,4385
CY,2015-03-31,3325
CYAN,2015-03-31,46
CYBE,2015-03-31,69
CYBR,2015-03-31,1888
CYBX,2015-03-31,1622
CYCC,2015-03-31,29
CYDY,2015-03-31,52
CYH,2015-03-31,5966
CYLU,2015-03-31,2
CYN,2015-03-31,5052
CYNI,2015-03-31,211
CYNO,2015-03-31,734
CYRX,2015-03-31,40
CYS,2015-03-31,1445
CYT,2015-03-31,3954
CYTK,2015-03-31,241
CYTR,2015-03-31,197
CZFC,2015-03-31,24
CZFS,2015-03-31,158
CZNC,2015-03-31,243
CZR,2015-03-31,1500
CZWI,2015-03-31,47
D,2015-03-31,41709
DAEG,2015-03-31,11
DAIO,2015-03-31,27
DAKP,2015-03-31,92
DAKT,2015-03-31,488
DAL,2015-03-31,36570
DAN,2015-03-31,3522
DAR,2015-03-31,2340
DARA,2015-03-31,15
DARE,2015-03-31,174
DATA,2015-03-31,7213
DBD,2015-03-31,2275
DBI,2015-03-31,3195
DCAR,2015-03-31,3
DCI,2015-03-31,4980
DCMYY,2015-03-31,73304
DCO,2015-03-31,307
DCOM,2015-03-31,591
DCP,2015-03-31,4280
DCT,2015-03-31,3011
DCTH,2015-03-31,11
DD,2015-03-31,57546
DD1,2015-03-31,64351
DDD,2015-03-31,2805
DDDC,2015-03-31,1
DDDX,2015-03-31,1
DDE,2015-03-31,38
DDS,2015-03-31,5111
DE,2015-03-31,30974
DEA,2015-03-31,382
DECK,2015-03-31,2397
DEI,2015-03-31,4277
DEL,2015-03-31,821
DENN,2015-03-31,938
DENR,2015-03-31,73
DERM,2015-03-31,374
DEST,2015-03-31,171
DEWY,2015-03-31,3
DFFN,2015-03-31,46
DFODQ,2015-03-31,1596
DFRG,2015-03-31,478
DFS,2015-03-31,25427
DFT,2015-03-31,2104
DG,2015-03-31,22285
DGAS,2015-03-31,139
DGI,2015-03-31,2402
DGICA,2015-03-31,423
DGII,2015-03-31,244
DGLY,2015-03-31,56
DGX,2015-03-31,10674
DHC,2015-03-31,4917
DHCC,2015-03-31,16
DHI,2015-03-31,10074
DHIL,2015-03-31,568
DHR,2015-03-31,59670
DHX,2015-03-31,454
DIN,2015-03-31,1941
DIOD,2015-03-31,1331
DIS,2015-03-31,183644
DISCA,2015-03-31,13761
DISH,2015-03-31,31538
DIT,2015-03-31,50
DJCO,2015-03-31,273
DK,2015-03-31,2170
DKL,2015-03-31,1067
DKS,2015-03-31,6485
DLA,2015-03-31,97
DLB,2015-03-31,3996
DLHC,2015-03-31,20
DLNO,2015-03-31,8
DLR,2015-03-31,8941
DLTR,2015-03-31,16108
DLX,2015-03-31,3363
DLYT,2015-03-31,24
DM,2015-03-31,2708
DMLP,2015-03-31,701
DMND,2015-03-31,931
DMRC,2015-03-31,201
DNB,2015-03-31,4560
DNBF,2015-03-31,72
DNKN,2015-03-31,4747
DNOW,2015-03-31,2424
DNR,2015-03-31,2828
DOC,2015-03-31,1202
DOFSQ,2015-03-31,4107
DOOR,2015-03-31,2046
DORM,2015-03-31,1704
DOV,2015-03-31,11403
DOVR,2015-03-31,35
DPLO,2015-03-31,1928
DPSI,2015-03-31,4
DPW,2015-03-31,6
DPZ,2015-03-31,5925
DRAD,2015-03-31,82
DRC,2015-03-31,6328
DRE,2015-03-31,7206
DRH,2015-03-31,2795
DRI,2015-03-31,8225
DRII,2015-03-31,2461
DRIO,2015-03-31,10
DRNA,2015-03-31,416
DRQ,2015-03-31,2878
DRRX,2015-03-31,240
DRWI,2015-03-31,49
DS,2015-03-31,333
DSCI,2015-03-31,204
DSKX,2015-03-31,24
DSNY,2015-03-31,22
DSPG,2015-03-31,259
DSS,2015-03-31,14
DST,2015-03-31,4184
DSWL,2015-03-31,30
DTE,2015-03-31,14575
DTEA,2015-03-31,697
DTLK,2015-03-31,253
DTRM,2015-03-31,50
DTSI,2015-03-31,623
DTST,2015-03-31,2
DTV1,2015-03-31,43921
DUK,2015-03-31,53825
DVA,2015-03-31,17492
DVAX,2015-03-31,612
DVCR,2015-03-31,92
DVD,2015-03-31,86
DVN,2015-03-31,26267
DWA,2015-03-31,2105
DWCH,2015-03-31,78
DWRE,2015-03-31,2241
DWSN,2015-03-31,109
DX,2015-03-31,444
DXCM,2015-03-31,5078
DXLG,2015-03-31,248
DXMMQ,2015-03-31,49
DXPE,2015-03-31,622
DXTR,2015-03-31,45
DXYN,2015-03-31,150
DY,2015-03-31,1838
DYAX,2015-03-31,2887
DYN,2015-03-31,4037
DYNR,2015-03-31,22
DYNT,2015-03-31,8
DYSL,2015-03-31,22
DZSI,2015-03-31,53
EA,2015-03-31,18979
EACIQ,2015-03-31,57
EARN,2015-03-31,148
EAT,2015-03-31,3620
EBAY,2015-03-31,70668
EBF,2015-03-31,385
EBIX,2015-03-31,1080
EBML,2015-03-31,62
EBMT,2015-03-31,42
EBS,2015-03-31,1126
EBSB,2015-03-31,710
EBTC,2015-03-31,214
ECEZ,2015-03-31,116
ECHO,2015-03-31,766
ECIA,2015-03-31,8
ECL,2015-03-31,33979
ECOL,2015-03-31,1050
ECOM,2015-03-31,246
ECPG,2015-03-31,1071
ECPN,2015-03-31,25
ECTE,2015-03-31,21
ECYT,2015-03-31,255
ED,2015-03-31,17901
EDE,2015-03-31,1051
EDGW,2015-03-31,80
EDIG,2015-03-31,29
EDR,2015-03-31,1631
EDUC,2015-03-31,19
EE,2015-03-31,1499
EEFT,2015-03-31,3035
EEI,2015-03-31,38
EEP,2015-03-31,9512
EEQ,2015-03-31,2557
EFC,2015-03-31,672
EFII,2015-03-31,1966
EFOI,2015-03-31,56
EFSC,2015-03-31,410
EFSI,2015-03-31,84
EFX,2015-03-31,11411
EGAN,2015-03-31,85
EGAS,2015-03-31,105
EGBN,2015-03-31,1217
EGDW,2015-03-31,7
EGHT,2015-03-31,745
EGL,2015-03-31,983
EGLE,2015-03-31,330
EGLTQ,2015-03-31,191
EGN,2015-03-31,4882
EGOV,2015-03-31,1113
EGP,2015-03-31,1946
EGRX,2015-03-31,767
EGT,2015-03-31,31
EGY,2015-03-31,134
EHC,2015-03-31,3931
EHTH,2015-03-31,195
EIG,2015-03-31,814
EIGI,2015-03-31,2623
EIX,2015-03-31,20221
EKSO,2015-03-31,150
EL,2015-03-31,32162
ELA,2015-03-31,16
ELGX,2015-03-31,1130
ELLI,2015-03-31,1710
ELMD,2015-03-31,20
ELNK,2015-03-31,505
ELON,2015-03-31,43
ELOX,2015-03-31,13
ELRC,2015-03-31,292
ELS,2015-03-31,4587
ELSE,2015-03-31,14
ELST,2015-03-31,2
ELTP,2015-03-31,160
ELX,2015-03-31,577
ELY,2015-03-31,751
EMAN,2015-03-31,57
EMBI,2015-03-31,63
EMC,2015-03-31,51810
EMCF,2015-03-31,44
EMCI,2015-03-31,312
EME,2015-03-31,2862
EMESQ,2015-03-31,996
EMGC,2015-03-31,146
EMIS,2015-03-31,35
EMKR,2015-03-31,177
EML,2015-03-31,126
EMMS,2015-03-31,76
EMN,2015-03-31,11060
EMR,2015-03-31,38852
EMYB,2015-03-31,77
ENB,2015-03-31,42250
ENBL,2015-03-31,6926
ENBP,2015-03-31,93
ENDP,2015-03-31,15706
ENFC,2015-03-31,105
ENG,2015-03-31,47
ENH,2015-03-31,2737
ENLC,2015-03-31,5507
ENLK,2015-03-31,6752
ENOC,2015-03-31,326
ENPH,2015-03-31,524
ENS,2015-03-31,2946
ENSG,2015-03-31,993
ENSV,2015-03-31,67
ENT,2015-03-31,1015
ENTA,2015-03-31,616
ENTG,2015-03-31,1881
ENTL,2015-03-31,444
ENUM,2015-03-31,38
ENV,2015-03-31,1830
ENVA,2015-03-31,638
ENVI,2015-03-31,49
ENZ,2015-03-31,135
ENZN,2015-03-31,50
EOG,2015-03-31,52423
EOXLQ,2015-03-31,76
EPAC,2015-03-31,1500
EPAM,2015-03-31,3093
EPAX,2015-03-31,44
EPAY,2015-03-31,1100
EPC,2015-03-31,8660
EPD,2015-03-31,65130
EPEGQ,2015-03-31,3125
EPIQ,2015-03-31,647
EPIX,2015-03-31,215
EPM,2015-03-31,202
EPR,2015-03-31,3393
EPRS,2015-03-31,175
EPZM,2015-03-31,719
EQC,2015-03-31,3460
EQIX,2015-03-31,13943
EQM,2015-03-31,4764
EQR,2015-03-31,27350
EQS,2015-03-31,25
EQT,2015-03-31,12950
EQUR,2015-03-31,8
EQY,2015-03-31,3302
ERA,2015-03-31,434
ERB,2015-03-31,141
ERGO,2015-03-31,4
ERI,2015-03-31,281
ERIE,2015-03-31,3927
ERII,2015-03-31,142
ERMS,2015-03-31,2
ERN,2015-03-31,862
EROC,2015-03-31,365
EROS,2015-03-31,487
ERS,2015-03-31,36
ES,2015-03-31,15601
ESBA,2015-03-31,1038
ESCA,2015-03-31,250
ESCC,2015-03-31,7
ESCR,2015-03-31,5
ESE,2015-03-31,992
ESES,2015-03-31,41
ESGR,2015-03-31,2794
ESI,2015-03-31,5032
ESI1,2015-03-31,134
ESIO,2015-03-31,175
ESL,2015-03-31,3181
ESMC,2015-03-31,11
ESNC,2015-03-31,29
ESND,2015-03-31,1602
ESNT,2015-03-31,2308
ESOA,2015-03-31,18
ESP,2015-03-31,67
ESPH,2015-03-31,22
ESPR,2015-03-31,2068
ESRT,2015-03-31,2031
ESRX,2015-03-31,63443
ESS,2015-03-31,14714
ESSA,2015-03-31,148
ESSX,2015-03-31,31
ESTE,2015-03-31,331
ESWB,2015-03-31,3
ESXB,2015-03-31,96
ET,2015-03-31,35507
ETFC,2015-03-31,8263
ETH,2015-03-31,758
ETM,2015-03-31,477
ETN,2015-03-31,32136
ETP,2015-03-31,9979
ETP1,2015-03-31,24116
ETR,2015-03-31,13826
ETSY,2015-03-31,1919
EUSP,2015-03-31,43
EV,2015-03-31,4745
EVA,2015-03-31,474
EVBN,2015-03-31,104
EVBS,2015-03-31,81
EVC,2015-03-31,562
EVDY,2015-03-31,408
EVEP,2015-03-31,727
EVER1,2015-03-31,2271
EVFM,2015-03-31,98
EVHC,2015-03-31,6893
EVI,2015-03-31,26
EVK,2015-03-31,84
EVOK,2015-03-31,40
EVOL,2015-03-31,107
EVR,2015-03-31,1851
EVRI,2015-03-31,499
EVSI,2015-03-31,11
EVTC,2015-03-31,1724
EVTN,2015-03-31,1
EW,2015-03-31,14671
EWBC,2015-03-31,5880
EXA,2015-03-31,163
EXAC,2015-03-31,325
EXAM,2015-03-31,1674
EXAR,2015-03-31,505
EXAS,2015-03-31,2063
EXC,2015-03-31,29013
EXCC,2015-03-31,3
EXEL,2015-03-31,504
EXEO,2015-03-31,23
EXL,2015-03-31,949
EXLS,2015-03-31,1190
EXP,2015-03-31,4201
EXPD,2015-03-31,9218
EXPE,2015-03-31,12450
EXPO,2015-03-31,1135
EXPR,2015-03-31,1482
EXR,2015-03-31,7923
EXTR,2015-03-31,281
EXXIQ,2015-03-31,351
EYEG,2015-03-31,48
EYES,2015-03-31,447
EYPT,2015-03-31,116
EZPW,2015-03-31,490
F,2015-03-31,63464
FAC,2015-03-31,115
FAF,2015-03-31,3932
FALC,2015-03-31,63
FANG,2015-03-31,4486
FARM,2015-03-31,407
FARO,2015-03-31,883
FAST,2015-03-31,12088
FATE,2015-03-31,125
FB,2015-03-31,230781
FBC,2015-03-31,898
FBHS,2015-03-31,7324
FBIO,2015-03-31,161
FBIZ,2015-03-31,193
FBMS,2015-03-31,89
FBNC,2015-03-31,329
FBNK1,2015-03-31,242
FBP,2015-03-31,1335
FBRC,2015-03-31,178
FBSS,2015-03-31,63
FC,2015-03-31,310
FCAP,2015-03-31,68
FCB,2015-03-31,1164
FCBC,2015-03-31,319
FCCO,2015-03-31,79
FCCY,2015-03-31,84
FCE.A,2015-03-31,5154
FCEL,2015-03-31,356
FCF,2015-03-31,809
FCFS,2015-03-31,1342
FCH,2015-03-31,1514
FCLF,2015-03-31,62
FCN,2015-03-31,1630
FCNCA,2015-03-31,3007
FCS,2015-03-31,2222
FCSC,2015-03-31,165
FCTY,2015-03-31,73
FCVA,2015-03-31,56
FCX,2015-03-31,21955
FDBC,2015-03-31,86
FDEF,2015-03-31,315
FDML,2015-03-31,2171
FDNHQ,2015-03-31,57
FDO,2015-03-31,9084
FDP,2015-03-31,2025
FDS,2015-03-31,6607
FDUS,2015-03-31,259
FDX,2015-03-31,49736
FE,2015-03-31,15033
FEIC,2015-03-31,3166
FEIM,2015-03-31,105
FELE,2015-03-31,1756
FELPQ,2015-03-31,1932
FENC,2015-03-31,24
FENX,2015-03-31,199
FESLQ,2015-03-31,29
FET,2015-03-31,1910
FEYE,2015-03-31,6314
FF,2015-03-31,450
FFBC,2015-03-31,1065
FFG,2015-03-31,1509
FFIC,2015-03-31,582
FFIN,2015-03-31,1829
FFIV,2015-03-31,8621
FFKT,2015-03-31,176
FFNM,2015-03-31,24
FFNW,2015-03-31,181
FFWM,2015-03-31,153
FGEN,2015-03-31,1633
FGL,2015-03-31,1268
FGPR,2015-03-31,2028
FHI,2015-03-31,3599
FHN,2015-03-31,3334
FI,2015-03-31,3080
FIBK,2015-03-31,1249
FICO,2015-03-31,2806
FIG,2015-03-31,3523
FINL,2015-03-31,1136
FIS,2015-03-31,18925
FISI,2015-03-31,326
FISV,2015-03-31,18816
FITB,2015-03-31,15995
FIVE,2015-03-31,1967
FIVN,2015-03-31,275
FIX,2015-03-31,777
FIZZ,2015-03-31,1082
FKWL,2015-03-31,17
FL,2015-03-31,8608
FLDM,2015-03-31,994
FLEX,2015-03-31,7085
FLIC,2015-03-31,360
FLIR,2015-03-31,4358
FLL,2015-03-31,30
FLO,2015-03-31,4609
FLR,2015-03-31,8631
FLS,2015-03-31,7740
FLT,2015-03-31,13970
FLTX,2015-03-31,1626
FLUG,2015-03-31,10
FLUX,2015-03-31,6
FLWS,2015-03-31,705
FLXN,2015-03-31,444
FLXS,2015-03-31,250
FLXT,2015-03-31,9
FLY,2015-03-31,608
FMAO,2015-03-31,120
FMBH,2015-03-31,144
FMBI,2015-03-31,1342
FMBM,2015-03-31,69
FMC,2015-03-31,7868
FMCB,2015-03-31,383
FMCC,2015-03-31,1648
FMD,2015-03-31,75
FMER,2015-03-31,3149
FMI,2015-03-31,1454
FMNB,2015-03-31,150
FMSA,2015-03-31,1295
FN,2015-03-31,657
FNAM,2015-03-31,1
FNB,2015-03-31,2306
FNBC,2015-03-31,626
FNBG,2015-03-31,121
FNCB,2015-03-31,91
FNCX,2015-03-31,44
FNF,2015-03-31,10213
FNFG,2015-03-31,3167
FNGN,2015-03-31,2164
FNHC,2015-03-31,403
FNJN,2015-03-31,40
FNLC,2015-03-31,183
FNMA,2015-03-31,3034
FNRG,2015-03-31,136
FNRN,2015-03-31,88
FNSR,2015-03-31,2123
FNWB,2015-03-31,160
FOE,2015-03-31,1076
FOFN,2015-03-31,50
FOLD,2015-03-31,1016
FOMX,2015-03-31,219
FONR,2015-03-31,78
FOR,2015-03-31,502
FORD,2015-03-31,6
FORM,2015-03-31,517
FORR,2015-03-31,637
FOSL,2015-03-31,4044
FOXF,2015-03-31,585
FPAY,2015-03-31,44
FPI,2015-03-31,90
FPMI,2015-03-31,11
FPO,2015-03-31,664
FPPP,2015-03-31,13
FPRX,2015-03-31,563
FR,2015-03-31,2293
FRAF,2015-03-31,103
FRAN,2015-03-31,655
FRBK,2015-03-31,137
FRD,2015-03-31,44
FRED,2015-03-31,678
FREVS,2015-03-31,136
FRG,2015-03-31,334
FRGI,2015-03-31,1508
FRM,2015-03-31,313
FRME,2015-03-31,870
FRP,2015-03-31,492
FRPH,2015-03-31,319
FRPT,2015-03-31,663
FRS,2015-03-31,143
FRSH,2015-03-31,309
FRT,2015-03-31,9656
FSAM,2015-03-31,533
FSB,2015-03-31,192
FSBK,2015-03-31,77
FSBW,2015-03-31,67
FSFG,2015-03-31,64
FSGI,2015-03-31,161
FSI,2015-03-31,18
FSK,2015-03-31,2477
FSL,2015-03-31,12162
FSLR,2015-03-31,5889
FSNN,2015-03-31,29
FSP,2015-03-31,1263
FSS,2015-03-31,987
FSTR,2015-03-31,463
FSYS,2015-03-31,197
FTAI,2015-03-31,1248
FTD,2015-03-31,853
FTEK,2015-03-31,66
FTEO,2015-03-31,261
FTFT,2015-03-31,35
FTI1,2015-03-31,8902
FTK,2015-03-31,809
FTLF,2015-03-31,16
FTNT,2015-03-31,6205
FTRCQ,2015-03-31,6519
FUEL,2015-03-31,369
FUL,2015-03-31,2213
FULL,2015-03-31,62
FULO,2015-03-31,1
FULT,2015-03-31,2212
FUN,2015-03-31,3205
FUNC,2015-03-31,57
FUR,2015-03-31,597
FUSB,2015-03-31,50
FVE,2015-03-31,209
FWMHQ,2015-03-31,228
FWONA,2015-03-31,13069
FWRD,2015-03-31,1652
FWV,2015-03-31,40
FXCB,2015-03-31,195
FXEN,2015-03-31,66
FXNC,2015-03-31,48
FZMD,2015-03-31,3
G,2015-03-31,5038
GABC,2015-03-31,383
GADS,2015-03-31,38
GAI,2015-03-31,11
GAIA,2015-03-31,174
GAIN,2015-03-31,212
GALT,2015-03-31,71
GARS,2015-03-31,251
GAS,2015-03-31,6022
GATX,2015-03-31,2488
GBCI,2015-03-31,1940
GBCS,2015-03-31,20
GBDC,2015-03-31,853
GBIM,2015-03-31,43
GBL,2015-03-31,1948
GBLI,2015-03-31,704
GBLX,2015-03-31,11
GBNK,2015-03-31,355
GBR,2015-03-31,3
GBSN,2015-03-31,20
GBX,2015-03-31,1602
GCAP,2015-03-31,458
GCBC,2015-03-31,120
GCEH,2015-03-31,5
GCO,2015-03-31,1621
GD,2015-03-31,44949
GDDY,2015-03-31,4074
GDEN,2015-03-31,118
GDOT,2015-03-31,835
GDPMQ,2015-03-31,180
GE,2015-03-31,262240
GEC,2015-03-31,70
GEEK,2015-03-31,11
GEF,2015-03-31,1893
GEL,2015-03-31,4697
GEN,2015-03-31,1108
GENC,2015-03-31,92
GEO,2015-03-31,2995
GEOS,2015-03-31,231
GERN,2015-03-31,606
GES,2015-03-31,1641
GEVA,2015-03-31,3511
GEVO,2015-03-31,36
GFED,2015-03-31,64
GFF,2015-03-31,886
GFIG,2015-03-31,758
GFN,2015-03-31,193
GGAC,2015-03-31,181
GGG,2015-03-31,4213
GGP,2015-03-31,25449
GHC,2015-03-31,5863
GHDX,2015-03-31,918
GHL,2015-03-31,1157
GHM,2015-03-31,228
GIDYL,2015-03-31,1
GIFI,2015-03-31,203
GIG1,2015-03-31,45
GIGA,2015-03-31,11
GIII,2015-03-31,2791
GILD,2015-03-31,149387
GIMO,2015-03-31,842
GIS,2015-03-31,31896
GK,2015-03-31,1423
GKNT,2015-03-31,54
GL,2015-03-31,7097
GLAD,2015-03-31,185
GLAE,2015-03-31,175
GLBL,2015-03-31,2504
GLBR,2015-03-31,104
GLBZ,2015-03-31,34
GLDC,2015-03-31,44
GLDD,2015-03-31,347
GLFH,2015-03-31,28
GLFMQ,2015-03-31,342
GLG,2015-03-31,27
GLGI,2015-03-31,9
GLLA,2015-03-31,11
GLP,2015-03-31,1142
GLPI,2015-03-31,4220
GLRE,2015-03-31,1162
GLRI,2015-03-31,62
GLT,2015-03-31,1124
GLTC,2015-03-31,25
GLUU,2015-03-31,674
GLUX,2015-03-31,6
GLW,2015-03-31,27909
GLXZ,2015-03-31,11
GLYC,2015-03-31,160
GLYE,2015-03-31,12
GM,2015-03-31,59060
GMAN1,2015-03-31,129
GMBL,2015-03-31,13
GMCR,2015-03-31,17471
GME,2015-03-31,4400
GMED,2015-03-31,2312
GMET,2015-03-31,0
GMO,2015-03-31,61
GNBC,2015-03-31,323
GNC,2015-03-31,4020
GNCA,2015-03-31,217
GNCMA,2015-03-31,642
GNE,2015-03-31,270
GNK,2015-03-31,479
GNMK,2015-03-31,478
GNMX,2015-03-31,213
GNOW,2015-03-31,16
GNRC,2015-03-31,3105
GNSS,2015-03-31,82
GNTX,2015-03-31,5247
GNUS,2015-03-31,18
GNVC,2015-03-31,45
GNW,2015-03-31,4035
GOGO,2015-03-31,1671
GOOD,2015-03-31,374
GOOGL,2015-03-31,380320
GORO,2015-03-31,177
GOVX,2015-03-31,6
GPC,2015-03-31,14161
GPCM,2015-03-31,29
GPI,2015-03-31,1992
GPIC,2015-03-31,86
GPIW,2015-03-31,6
GPK,2015-03-31,4800
GPN,2015-03-31,6357
GPOR,2015-03-31,4128
GPRE,2015-03-31,1128
GPRO,2015-03-31,6351
GPS,2015-03-31,16328
GPT,2015-03-31,1119
GPT2,2015-03-31,1420
GPX,2015-03-31,587
GQMNF,2015-03-31,88
GRA,2015-03-31,7075
GRBK,2015-03-31,261
GRC,2015-03-31,759
GRHHQ,2015-03-31,31
GRIF,2015-03-31,165
GRMN,2015-03-31,9696
GROW,2015-03-31,46
GRPN,2015-03-31,4573
GRUB,2015-03-31,3552
GS,2015-03-31,83558
GSAT,2015-03-31,2471
GSB,2015-03-31,70
GSBC,2015-03-31,540
GSBD,2015-03-31,764
GSIH,2015-03-31,59
GSIT,2015-03-31,131
GSM1,2015-03-31,1478
GSS,2015-03-31,61
GST,2015-03-31,242
GT,2015-03-31,7474
GTE,2015-03-31,883
GTI,2015-03-31,597
GTIM,2015-03-31,91
GTLS,2015-03-31,1155
GTMM,2015-03-31,6
GTN,2015-03-31,920
GTS,2015-03-31,571
GTT,2015-03-31,640
GTWN,2015-03-31,34
GTXO,2015-03-31,4
GTY,2015-03-31,592
GUID,2015-03-31,174
GURE,2015-03-31,98
GV,2015-03-31,43
GVA,2015-03-31,1409
GVP,2015-03-31,26
GWB,2015-03-31,1317
GWGH,2015-03-31,51
GWR,2015-03-31,5090
GWRE,2015-03-31,3621
GWW,2015-03-31,16264
GXP,2015-03-31,4049
GYRO1,2015-03-31,5
H,2015-03-31,8600
HA,2015-03-31,1267
HABT,2015-03-31,875
HADV,2015-03-31,2
HAE,2015-03-31,2208
HAFC,2015-03-31,682
HAIN,2015-03-31,6348
HAL,2015-03-31,39135
HALL,2015-03-31,209
HALO,2015-03-31,1883
HAR,2015-03-31,9224
HAS,2015-03-31,8174
HASI,2015-03-31,556
HAWK,2015-03-31,1915
HAYN,2015-03-31,545
HBAN,2015-03-31,8914
HBCP,2015-03-31,155
HBI,2015-03-31,13154
HBIA,2015-03-31,386
HBIO,2015-03-31,183
HBK,2015-03-31,48
HBMD,2015-03-31,58
HBNC,2015-03-31,217
HBOS,2015-03-31,252
HBP,2015-03-31,79
HBSI,2015-03-31,194
HCA,2015-03-31,31069
HCAP,2015-03-31,79
HCBK,2015-03-31,5263
HCC1,2015-03-31,5482
HCCI,2015-03-31,259
HCFT,2015-03-31,157
